nm_area_plantada_mil_ha,dt_ano_agricola,sigla_uf,id_produto,nm_producao_mil_t,nm_produtividade_mil_ha_mil_t
99.3,1976-77             ,AL,4586,6,0.1
123.4,1976-77             ,BA,4586,7,0.1
1296,1976-77             ,CE,4586,70,0.1
73.1,1976-77             ,GO,4586,28.2,0.4
44.4,1976-77             ,MA,4586,2,0
116.2,1976-77             ,MG,4586,30.9,0.3
68.4,1976-77             ,MS,4586,15.7,0.2
666.7,1976-77             ,PB,4586,35,0.1
300.9,1976-77             ,PE,4586,25,0.1
141.2,1976-77             ,PI,4586,4,0
290.4,1976-77             ,PR,4586,137.9,0.5
559.9,1976-77             ,RN,4586,30,0.1
15.9,1976-77             ,SE,4586,1,0.1
300.1,1976-77             ,SP,4586,194.2,0.6
62.8,1977-78             ,AL,4586,5.3,0.1
130.2,1977-78             ,BA,4586,12,0.1
1294,1977-78             ,CE,4586,79.6,0.1
66,1977-78             ,GO,4586,20.8,0.3
47.1,1977-78             ,MA,4586,2.7,0.1
121.3,1977-78             ,MG,4586,31.6,0.3
45.6,1977-78             ,MS,4586,17,0.4
566.8,1977-78             ,PB,4586,30,0.1
278.8,1977-78             ,PE,4586,18,0.1
127,1977-78             ,PI,4586,6.5,0.1
290,1977-78             ,PR,4586,100.8,0.3
552.2,1977-78             ,RN,4586,26,0
16,1977-78             ,SE,4586,1,0.1
328,1977-78             ,SP,4586,135.1,0.4
72.9,1978-79             ,AL,4586,5.2,0.1
85.8,1978-79             ,BA,4586,12,0.1
1256.8,1978-79             ,CE,4586,54.3,0
35.1,1978-79             ,GO,4586,17.5,0.5
51.1,1978-79             ,MA,4586,3.6,0.1
99.3,1978-79             ,MG,4586,21.9,0.2
45.8,1978-79             ,MS,4586,21.9,0.5
5.2,1978-79             ,MT,4586,1.2,0.2
600,1978-79             ,PB,4586,25,0
245.3,1978-79             ,PE,4586,16.5,0.1
156.6,1978-79             ,PI,4586,6.9,0
286,1978-79             ,PR,4586,169.8,0.6
389.4,1978-79             ,RN,4586,14,0
20.4,1978-79             ,SE,4586,1.5,0.1
273.9,1978-79             ,SP,4586,172.3,0.6
81,1979-80             ,AL,4586,4,0
76,1979-80             ,BA,4586,14.3,0.2
1365,1979-80             ,CE,4586,55,0
31.4,1979-80             ,GO,4586,18.7,0.6
52,1979-80             ,MA,4586,3,0.1
90,1979-80             ,MG,4586,19.2,0.2
44.4,1979-80             ,MS,4586,22.5,0.5
4.4,1979-80             ,MT,4586,1.4,0.3
638,1979-80             ,PB,4586,26.5,0
271,1979-80             ,PE,4586,14,0.1
165,1979-80             ,PI,4586,6,0
336.7,1979-80             ,PR,4586,200.9,0.6
617,1979-80             ,RN,4586,12.5,0
15,1979-80             ,SE,4586,0.7,0
284,1979-80             ,SP,4586,178.7,0.6
91,1980-81             ,AL,4586,5.4,0.1
82.5,1980-81             ,BA,4586,16.2,0.2
1436,1980-81             ,CE,4586,32,0
38,1980-81             ,GO,4586,25,0.7
59.8,1980-81             ,MA,4586,4.3,0.1
103,1980-81             ,MG,4586,28.7,0.3
47,1980-81             ,MS,4586,19.6,0.4
6.6,1980-81             ,MT,4586,1.4,0.2
727,1980-81             ,PB,4586,22.3,0
309,1980-81             ,PE,4586,9.6,0
173,1980-81             ,PI,4586,5.2,0
305.8,1980-81             ,PR,4586,208,0.7
440,1980-81             ,RN,4586,13.3,0
15,1980-81             ,SE,4586,1.5,0.1
303,1980-81             ,SP,4586,201.9,0.7
86.5,1981-82             ,AL,4586,7.8,0.1
58,1981-82             ,BA,4586,17.3,0.3
1208.8,1981-82             ,CE,4586,63,0.1
39,1981-82             ,GO,4586,22,0.6
53.6,1981-82             ,MA,4586,3.5,0.1
95.8,1981-82             ,MG,4586,28,0.3
41.8,1981-82             ,MS,4586,21.5,0.5
4.9,1981-82             ,MT,4586,1.8,0.4
10.2,1981-82             ,PA,4586,1.8,0.2
660,1981-82             ,PB,4586,23,0
200,1981-82             ,PE,4586,6.1,0
200,1981-82             ,PI,4586,6.2,0
373,1981-82             ,PR,4586,264.5,0.7
440,1981-82             ,RN,4586,17.4,0
37,1981-82             ,SE,4586,2,0.1
318,1981-82             ,SP,4586,194.6,0.6
80.2,1982-83             ,AL,4586,4.8,0.1
62.5,1982-83             ,BA,4586,18.6,0.3
1147.6,1982-83             ,CE,4586,20,0
37.4,1982-83             ,GO,4586,28,0.7
32,1982-83             ,MA,4586,2.4,0.1
85.3,1982-83             ,MG,4586,38.5,0.5
43.5,1982-83             ,MS,4586,21.5,0.5
4,1982-83             ,MT,4586,1.5,0.4
12.6,1982-83             ,PA,4586,2.5,0.2
560.8,1982-83             ,PB,4586,12.1,0
162,1982-83             ,PE,4586,5,0
194,1982-83             ,PI,4586,2.6,0
443.4,1982-83             ,PR,4586,254.4,0.6
427.4,1982-83             ,RN,4586,4.1,0
18.5,1982-83             ,SE,4586,1,0.1
313.5,1982-83             ,SP,4586,169.3,0.5
68.5,1983-84             ,AL,4586,6.2,0.1
105,1983-84             ,BA,4586,22.8,0.2
795,1983-84             ,CE,4586,76.1,0.1
47,1983-84             ,GO,4586,32.8,0.7
42,1983-84             ,MA,4586,2.8,0.1
110,1983-84             ,MG,4586,28.1,0.3
34.8,1983-84             ,MS,4586,20.6,0.6
7,1983-84             ,MT,4586,3.4,0.5
15,1983-84             ,PA,4586,3,0.2
530,1983-84             ,PB,4586,34.5,0.1
130,1983-84             ,PE,4586,12,0.1
183,1983-84             ,PI,4586,10,0.1
332.5,1983-84             ,PR,4586,216.1,0.6
440,1983-84             ,RN,4586,22,0
23.5,1983-84             ,SE,4586,1.8,0.1
244,1983-84             ,SP,4586,182.3,0.7
80,1984-85             ,AL,4586,7.2,0.1
129,1984-85             ,BA,4586,65,0.5
810,1984-85             ,CE,4586,50.5,0.1
64,1984-85             ,GO,4586,40.8,0.6
36,1984-85             ,MA,4586,2.3,0.1
155,1984-85             ,MG,4586,70.1,0.5
67,1984-85             ,MS,4586,38.6,0.6
15,1984-85             ,MT,4586,7.4,0.5
8,1984-85             ,PA,4586,1.5,0.2
530,1984-85             ,PB,4586,21.3,0
160,1984-85             ,PE,4586,12.1,0.1
204,1984-85             ,PI,4586,11.6,0.1
540,1984-85             ,PR,4586,371.1,0.7
499,1984-85             ,RN,4586,9.7,0
30,1984-85             ,SE,4586,2.9,0.1
380,1984-85             ,SP,4586,252.7,0.7
92,1985-86             ,AL,4586,7.4,0.1
210,1985-86             ,BA,4586,77.5,0.4
757.5,1985-86             ,CE,4586,22.3,0
45,1985-86             ,GO,4586,33.1,0.7
32.8,1985-86             ,MA,4586,3.1,0.1
167.5,1985-86             ,MG,4586,57.5,0.3
62,1985-86             ,MS,4586,34.7,0.6
16.5,1985-86             ,MT,4586,6.3,0.4
13,1985-86             ,PA,4586,2.3,0.2
380,1985-86             ,PB,4586,9,0
147,1985-86             ,PE,4586,4.1,0
218,1985-86             ,PI,4586,11.5,0.1
445,1985-86             ,PR,4586,269.1,0.6
340,1985-86             ,RN,4586,6,0
43,1985-86             ,SE,4586,4,0.1
356,1985-86             ,SP,4586,245.5,0.7
57.7,1986-87             ,AL,4586,5,0.1
178.8,1986-87             ,BA,4586,39.3,0.2
368,1986-87             ,CE,4586,10.5,0
35,1986-87             ,GO,4586,24.5,0.7
23.6,1986-87             ,MA,4586,2,0.1
147,1986-87             ,MG,4586,33,0.2
52.7,1986-87             ,MS,4586,26.6,0.5
14,1986-87             ,MT,4586,3.9,0.3
13,1986-87             ,PA,4586,1,0.1
157.3,1986-87             ,PB,4586,6,0
83.3,1986-87             ,PE,4586,3,0
200,1986-87             ,PI,4586,12,0.1
392,1986-87             ,PR,4586,250.5,0.6
86.8,1986-87             ,RN,4586,2,0
27.8,1986-87             ,SE,4586,2,0.1
324,1986-87             ,SP,4586,212.1,0.7
68.6,1987-88             ,AL,4586,6.4,0.1
327,1987-88             ,BA,4586,91.5,0.3
456,1987-88             ,CE,4586,39.6,0.1
63.1,1987-88             ,GO,4586,39.8,0.6
17,1987-88             ,MA,4586,1.4,0.1
169,1987-88             ,MG,4586,39.6,0.2
52.7,1987-88             ,MS,4586,27.1,0.5
30,1987-88             ,MT,4586,13.7,0.5
11,1987-88             ,PA,4586,2,0.2
105,1987-88             ,PB,4586,7.8,0.1
83.5,1987-88             ,PE,4586,5.4,0.1
204,1987-88             ,PI,4586,10.3,0
450.8,1987-88             ,PR,4586,315,0.7
158,1987-88             ,RN,4586,9.8,0.1
3.2,1987-88             ,RO,4586,1.6,0.5
24.2,1987-88             ,SE,4586,2.7,0.1
353,1987-88             ,SP,4586,249.9,0.7
46,1988-89             ,AL,4586,3.7,0.1
267,1988-89             ,BA,4586,48.5,0.2
400,1988-89             ,CE,4586,27.3,0.1
34.7,1988-89             ,GO,4586,26.6,0.8
10.9,1988-89             ,MA,4586,0.6,0.1
126.8,1988-89             ,MG,4586,25.7,0.2
45,1988-89             ,MS,4586,27.2,0.6
43.4,1988-89             ,MT,4586,19.7,0.5
10.7,1988-89             ,PA,4586,2,0.2
126.5,1988-89             ,PB,4586,12.5,0.1
67,1988-89             ,PE,4586,4.4,0.1
187,1988-89             ,PI,4586,16.2,0.1
415,1988-89             ,PR,4586,289.8,0.7
148.5,1988-89             ,RN,4586,8.5,0.1
15.5,1988-89             ,RO,4586,7.7,0.5
13.8,1988-89             ,SE,4586,1.2,0.1
271.8,1988-89             ,SP,4586,187.4,0.7
15.8,1989-90             ,AL,4586,1.1,0.1
198.4,1989-90             ,BA,4586,43.1,0.2
288,1989-90             ,CE,4586,19.6,0.1
47.2,1989-90             ,GO,4586,29.2,0.6
3,1989-90             ,MA,4586,0.2,0.1
114.1,1989-90             ,MG,4586,28.8,0.3
42.7,1989-90             ,MS,4586,24.5,0.6
43,1989-90             ,MT,4586,20.4,0.5
8.2,1989-90             ,PA,4586,1.4,0.2
80,1989-90             ,PB,4586,4.5,0.1
35,1989-90             ,PE,4586,1.6,0
156,1989-90             ,PI,4586,4.8,0
510.5,1989-90             ,PR,4586,308.8,0.6
104.5,1989-90             ,RN,4586,3.1,0
15.5,1989-90             ,RO,4586,7.7,0.5
11.9,1989-90             ,SE,4586,1,0.1
290,1989-90             ,SP,4586,166,0.6
22.4,1990-91             ,AL,4586,2.2,0.1
175.2,1990-91             ,BA,4586,45.4,0.3
225.6,1990-91             ,CE,4586,21.7,0.1
51.9,1990-91             ,GO,4586,34.5,0.7
1.8,1990-91             ,MA,4586,0.1,0.1
119.5,1990-91             ,MG,4586,37.2,0.3
48,1990-91             ,MS,4586,27.5,0.6
71,1990-91             ,MT,4586,39.3,0.6
8.2,1990-91             ,PA,4586,1.4,0.2
99.8,1990-91             ,PB,4586,12.7,0.1
51.8,1990-91             ,PE,4586,3.1,0.1
112.4,1990-91             ,PI,4586,6.6,0.1
571.8,1990-91             ,PR,4586,344.2,0.6
114.8,1990-91             ,RN,4586,12.8,0.1
15.5,1990-91             ,RO,4586,7.7,0.5
5.5,1990-91             ,SE,4586,0.3,0.1
243.6,1990-91             ,SP,4586,120.1,0.5
20,1991-92             ,AL,4586,1.9,0.1
202.2,1991-92             ,BA,4586,41.8,0.2
238.7,1991-92             ,CE,4586,10.4,0
55,1991-92             ,GO,4586,29.5,0.5
1.8,1991-92             ,MA,4586,0.1,0.1
114.7,1991-92             ,MG,4586,27.7,0.2
69.7,1991-92             ,MS,4586,32.9,0.5
57,1991-92             ,MT,4586,29.9,0.5
5.1,1991-92             ,PA,4586,0.9,0.2
86.8,1991-92             ,PB,4586,7.8,0.1
40.1,1991-92             ,PE,4586,2.4,0.1
83.1,1991-92             ,PI,4586,6.2,0.1
709,1991-92             ,PR,4586,335,0.5
45,1991-92             ,RN,4586,4.9,0.1
10,1991-92             ,RO,4586,4.7,0.5
3,1991-92             ,SE,4586,0.2,0.1
230,1991-92             ,SP,4586,130.8,0.6
5.1,1991-92             ,TO,4586,0.9,0.2
6.7,1992-93             ,AL,4586,0.1,0
127.2,1992-93             ,BA,4586,30.5,0.2
206.4,1992-93             ,CE,4586,4.5,0
38.5,1992-93             ,GO,4586,27,0.7
4.5,1992-93             ,MA,4586,0.6,0.1
100.7,1992-93             ,MG,4586,27.1,0.3
36.2,1992-93             ,MS,4586,20.2,0.6
60,1992-93             ,MT,4586,33.6,0.6
37.2,1992-93             ,PB,4586,0.9,0
13.5,1992-93             ,PE,4586,0.2,0
83.1,1992-93             ,PI,4586,6.2,0.1
371,1992-93             ,PR,4586,185.6,0.5
16.5,1992-93             ,RN,4586,0.3,0
20,1992-93             ,RO,4586,9.3,0.5
149.5,1992-93             ,SP,4586,73.3,0.5
5.1,1992-93             ,TO,4586,0.9,0.2
45.3,1993-94             ,AL,4586,4.3,0.1
142.5,1993-94             ,BA,4586,45.3,0.3
208,1993-94             ,CE,4586,27.3,0.1
52.7,1993-94             ,GO,4586,35.5,0.7
4.5,1993-94             ,MA,4586,0.6,0.1
90.6,1993-94             ,MG,4586,26.3,0.3
39.8,1993-94             ,MS,4586,28.1,0.7
72.6,1993-94             ,MT,4586,41.5,0.6
5.1,1993-94             ,PA,4586,1,0.2
28.7,1993-94             ,PB,4586,6.2,0.2
17.6,1993-94             ,PE,4586,1.9,0.1
62.1,1993-94             ,PI,4586,13.1,0.2
241,1993-94             ,PR,4586,146.3,0.6
49,1993-94             ,RN,4586,9.7,0.2
24,1993-94             ,RO,4586,12.6,0.5
9.3,1993-94             ,SE,4586,0.9,0.1
145,1993-94             ,SP,4586,83.3,0.6
12.6,1994-95             ,AL,4586,1,0.1
157,1994-95             ,BA,4586,32.4,0.2
121.8,1994-95             ,CE,4586,12.9,0.1
65.9,1994-95             ,GO,4586,51.9,0.8
77,1994-95             ,MG,4586,27,0.4
65.7,1994-95             ,MS,4586,44.8,0.7
72.6,1994-95             ,MT,4586,38.9,0.5
5.1,1994-95             ,PA,4586,1.1,0.2
36.9,1994-95             ,PB,4586,7.4,0.2
18.8,1994-95             ,PE,4586,3.7,0.2
55.3,1994-95             ,PI,4586,13.5,0.2
282,1994-95             ,PR,4586,175.7,0.6
56.2,1994-95             ,RN,4586,5.3,0.1
20,1994-95             ,RO,4586,9.8,0.5
9,1994-95             ,SE,4586,0.5,0.1
172.6,1994-95             ,SP,4586,111.2,0.6
15.6,1995-96             ,AL,4586,1.7,0.1
120.5,1995-96             ,BA,4586,26.6,0.2
80,1995-96             ,CE,4586,12.6,0.2
76.4,1995-96             ,GO,4586,58.8,0.8
50.1,1995-96             ,MG,4586,23.1,0.5
63.7,1995-96             ,MS,4586,35.7,0.6
58.1,1995-96             ,MT,4586,33.1,0.6
5.1,1995-96             ,PA,4586,1.1,0.2
29.9,1995-96             ,PB,4586,7.5,0.3
12.3,1995-96             ,PE,4586,2.9,0.2
59,1995-96             ,PI,4586,9.3,0.2
197.4,1995-96             ,PR,4586,119.5,0.6
46.5,1995-96             ,RN,4586,9.1,0.2
12,1995-96             ,RO,4586,5.3,0.4
5.1,1995-96             ,SE,4586,0.3,0.1
120.8,1995-96             ,SP,4586,63.4,0.5
16,1996-97             ,AL,4586,1.9,0.1
148.3,1996-97             ,BA,4586,28.5,0.2
36,1996-97             ,CE,4586,6.3,0.2
84,1996-97             ,GO,4586,69.4,0.8
53.6,1996-97             ,MG,4586,28.1,0.5
25.5,1996-97             ,MS,4586,19.6,0.8
55.2,1996-97             ,MT,4586,34.8,0.6
2.1,1996-97             ,PA,4586,0.4,0.2
24.1,1996-97             ,PB,4586,5.9,0.2
8.5,1996-97             ,PE,4586,2.1,0.2
33.2,1996-97             ,PI,4586,5.8,0.2
59.2,1996-97             ,PR,4586,40.4,0.7
25,1996-97             ,RN,4586,5.4,0.2
5.2,1996-97             ,RO,4586,2.3,0.4
3.1,1996-97             ,SE,4586,0.5,0.2
78.5,1996-97             ,SP,4586,54.4,0.7
12.8,1997-98             ,AL,4586,1.4,0.1
111.2,1997-98             ,BA,4586,13.2,0.1
41.1,1997-98             ,CE,4586,5.8,0.1
180.6,1997-98             ,GO,4586,86.6,0.5
78.8,1997-98             ,MG,4586,41.1,0.5
49,1997-98             ,MS,4586,32.6,0.7
109.9,1997-98             ,MT,4586,94.2,0.9
2.1,1997-98             ,PA,4586,0.4,0.2
14.6,1997-98             ,PB,4586,0.8,0.1
2.8,1997-98             ,PE,4586,0.4,0.1
14.6,1997-98             ,PI,4586,0.6,0
116.6,1997-98             ,PR,4586,64.5,0.6
18.2,1997-98             ,RN,4586,0.6,0
4.2,1997-98             ,RO,4586,1.8,0.4
1.7,1997-98             ,SE,4586,0.1,0.1
121.7,1997-98             ,SP,4586,66.9,0.6
6.9,1998-99             ,AL,4586,0.7,0.1
44.5,1998-99             ,BA,4586,14.8,0.3
64.1,1998-99             ,CE,4586,14.6,0.2
110.2,1998-99             ,GO,4586,92.6,0.8
53.6,1998-99             ,MG,4586,28.9,0.5
47.7,1998-99             ,MS,4586,42.9,0.9
203.3,1998-99             ,MT,4586,226.4,1.1
13.9,1998-99             ,PB,4586,2.4,0.2
2.6,1998-99             ,PE,4586,0.4,0.2
5.3,1998-99             ,PI,4586,1.6,0.3
50.1,1998-99             ,PR,4586,38.8,0.8
14.1,1998-99             ,RN,4586,1.2,0.1
0.8,1998-99             ,RO,4586,0.4,0.5
2.5,1998-99             ,RR,4586,1.1,0.4
1.3,1998-99             ,SE,4586,0.1,0.1
73,1998-99             ,SP,4586,53.2,0.7
7.3,1999-00             ,AL,4586,1.5,0.2
57.9,1999-00             ,BA,4586,45.6,0.8
109,1999-00             ,CE,4586,26.7,0.2
0,1999-00             ,DF,4586,0.8,0
90.4,1999-00             ,GO,4586,89.8,1
48.2,1999-00             ,MG,4586,38.7,0.8
46.7,1999-00             ,MS,4586,43.8,0.9
268.4,1999-00             ,MT,4586,335.8,1.3
0.8,1999-00             ,PA,4586,0.4,0.5
24.2,1999-00             ,PB,4586,9.9,0.4
11.8,1999-00             ,PE,4586,1.6,0.1
13.8,1999-00             ,PI,4586,2.2,0.2
53.4,1999-00             ,PR,4586,43,0.8
23.7,1999-00             ,RN,4586,5,0.2
0.5,1999-00             ,RO,4586,0.2,0.4
1.3,1999-00             ,SE,4586,0.1,0.1
65.7,1999-00             ,SP,4586,55.2,0.8
21,2000-01             ,AL,4586,4.2,0.2
55,2000-01             ,BA,4586,61.4,1.1
29.4,2000-01             ,CE,4586,4,0.1
0,2000-01             ,DF,4586,2,0
97.6,2000-01             ,GO,4586,111.3,1.1
2.4,2000-01             ,MA,4586,2.9,1.2
38.6,2000-01             ,MG,4586,29.4,0.8
50.4,2000-01             ,MS,4586,66.5,1.3
392,2000-01             ,MT,4586,533.9,1.4
8.4,2000-01             ,PB,4586,1,0.1
7.3,2000-01             ,PE,4586,0.8,0.1
8.1,2000-01             ,PI,4586,0.8,0.1
68.4,2000-01             ,PR,4586,58.2,0.9
19.7,2000-01             ,RN,4586,1.2,0.1
2.6,2000-01             ,RO,4586,1.2,0.5
65.7,2000-01             ,SP,4586,60,0.9
17,2001-02             ,AL,4586,3,0.2
70.2,2001-02             ,BA,4586,68.1,1
20.3,2001-02             ,CE,4586,5.4,0.3
0,2001-02             ,DF,4586,2.2,0
91.7,2001-02             ,GO,4586,101.4,1.1
3.1,2001-02             ,MA,4586,3.1,1
37.8,2001-02             ,MG,4586,30.7,0.8
45.4,2001-02             ,MS,4586,62.4,1.4
312.8,2001-02             ,MT,4586,391.3,1.3
10.2,2001-02             ,PB,4586,2.9,0.3
8,2001-02             ,PE,4586,1.4,0.2
8.9,2001-02             ,PI,4586,1,0.1
37.6,2001-02             ,PR,4586,31,0.8
19.7,2001-02             ,RN,4586,3.9,0.2
63.1,2001-02             ,SP,4586,58.1,0.9
0.3,2001-02             ,TO,4586,0.3,1
14.6,2002-03             ,AL,4586,2.4,0.2
86.3,2002-03             ,BA,4586,113.9,1.3
14,2002-03             ,CE,4586,4,0.3
0,2002-03             ,DF,4586,3,0
95.4,2002-03             ,GO,4586,114.2,1.2
3.3,2002-03             ,MA,4586,4.3,1.3
35.2,2002-03             ,MG,4586,32.1,0.9
43.6,2002-03             ,MS,4586,62.4,1.4
300.3,2002-03             ,MT,4586,412.6,1.4
12.3,2002-03             ,PB,4586,4.1,0.3
6.2,2002-03             ,PE,4586,1,0.2
9.8,2002-03             ,PI,4586,1.5,0.2
29.3,2002-03             ,PR,4586,24.5,0.8
20.5,2002-03             ,RN,4586,4,0.2
59.9,2002-03             ,SP,4586,61.5,1
2.4,2002-03             ,TO,4586,2,0.8
9.5,2003-04             ,AL,4586,1.3,0.1
197.5,2003-04             ,BA,4586,265.4,1.3
16.8,2003-04             ,CE,4586,4.4,0.3
0,2003-04             ,DF,4586,3.7,0
135.6,2003-04             ,GO,4586,169.2,1.2
6.9,2003-04             ,MA,4586,8.3,1.2
49.3,2003-04             ,MG,4586,47.8,1
54.5,2003-04             ,MS,4586,74,1.4
438.4,2003-04             ,MT,4586,613.3,1.4
24.6,2003-04             ,PB,4586,7.3,0.3
4.7,2003-04             ,PE,4586,0.8,0.2
13.2,2003-04             ,PI,4586,3.2,0.2
46.1,2003-04             ,PR,4586,32.5,0.7
23,2003-04             ,RN,4586,4.3,0.2
72.5,2003-04             ,SP,4586,69.5,1
3.8,2003-04             ,TO,4586,4.4,1.2
8.1,2004-05             ,AL,4586,1,0.1
247,2004-05             ,BA,4586,317.1,1.3
10.2,2004-05             ,CE,4586,2.1,0.2
0,2004-05             ,DF,4586,5.5,0
143.7,2004-05             ,GO,4586,159.7,1.1
9,2004-05             ,MA,4586,8.1,0.9
54.2,2004-05             ,MG,4586,53,1
58.9,2004-05             ,MS,4586,68.8,1.2
451.6,2004-05             ,MT,4586,582.3,1.3
19.5,2004-05             ,PB,4586,5.1,0.3
3.7,2004-05             ,PE,4586,0.6,0.2
15,2004-05             ,PI,4586,3.3,0.2
56.2,2004-05             ,PR,4586,27.7,0.5
18.4,2004-05             ,RN,4586,3.4,0.2
78.3,2004-05             ,SP,4586,59.1,0.8
1.4,2004-05             ,TO,4586,1.8,1.3
10.2,2005-06             ,AL,4586,1.4,0.1
233.7,2005-06             ,BA,4586,302.5,1.3
9.7,2005-06             ,CE,4586,2.8,0.3
0,2005-06             ,DF,4586,3.3,0
66.7,2005-06             ,GO,4586,72.7,1.1
7.3,2005-06             ,MA,4586,7.8,1.1
30.4,2005-06             ,MG,4586,32.5,1.1
30,2005-06             ,MS,4586,41,1.4
366,2005-06             ,MT,4586,503.3,1.4
8.5,2005-06             ,PB,4586,2.4,0.3
3.2,2005-06             ,PE,4586,0.7,0.2
13.8,2005-06             ,PI,4586,14,1
15.9,2005-06             ,PR,4586,10.6,0.7
14.1,2005-06             ,RN,4586,3.4,0.2
43.8,2005-06             ,SP,4586,39.4,0.9
11,2006-07             ,AL,4586,1.5,0.1
293.5,2006-07             ,BA,4586,452.1,1.5
7.3,2006-07             ,CE,4586,1.3,0.2
0,2006-07             ,DF,4586,2.1,0
76.7,2006-07             ,GO,4586,105.9,1.4
7.3,2006-07             ,MA,4586,10.5,1.4
32.5,2006-07             ,MG,4586,37.8,1.2
45.6,2006-07             ,MS,4586,69,1.5
542,2006-07             ,MT,4586,783.2,1.4
5.1,2006-07             ,PB,4586,0.7,0.1
2.9,2006-07             ,PE,4586,0.5,0.2
13.2,2006-07             ,PI,4586,9,0.7
12.7,2006-07             ,PR,4586,10.3,0.8
12.7,2006-07             ,RN,4586,3,0.2
32,2006-07             ,SP,4586,36.1,1.1
0.7,2006-07             ,TO,4586,1,1.4
11.6,2007-08             ,AL,4586,1.4,0.1
315.6,2007-08             ,BA,4586,495.5,1.6
4.5,2007-08             ,CE,4586,1.2,0.3
72.5,2007-08             ,GO,4586,106,1.5
12.3,2007-08             ,MA,4586,17.8,1.4
20.6,2007-08             ,MG,4586,29.7,1.4
44.1,2007-08             ,MS,4586,68.6,1.6
541.8,2007-08             ,MT,4586,830.4,1.5
4,2007-08             ,PB,4586,1.1,0.3
3.1,2007-08             ,PE,4586,0.8,0.3
14.6,2007-08             ,PI,4586,17.8,1.2
6.5,2007-08             ,PR,4586,6.4,1
7.9,2007-08             ,RN,4586,2.1,0.3
16.7,2007-08             ,SP,4586,21.1,1.3
1.6,2007-08             ,TO,4586,2.3,1.4
3.1,2008-09             ,AL,4586,0.2,0.1
283.2,2008-09             ,BA,4586,372.5,1.3
3.8,2008-09             ,CE,4586,1,0.3
57.3,2008-09             ,GO,4586,95,1.7
12.8,2008-09             ,MA,4586,16,1.2
15.3,2008-09             ,MG,4586,22.4,1.5
36.9,2008-09             ,MS,4586,57.2,1.6
387.4,2008-09             ,MT,4586,614.2,1.6
5.2,2008-09             ,PB,4586,1.3,0.2
2.5,2008-09             ,PE,4586,0.6,0.2
11.2,2008-09             ,PI,4586,13,1.2
5.5,2008-09             ,PR,4586,5.1,0.9
9,2008-09             ,RN,4586,1.6,0.2
7.2,2008-09             ,SP,4586,10.2,1.4
2.8,2008-09             ,TO,4586,3.4,1.2
1.6,2009-10             ,AL,4586,0.2,0.1
260.8,2009-10             ,BA,4586,406.8,1.6
2.7,2009-10             ,CE,4586,0.7,0.3
56.7,2009-10             ,GO,4586,87.4,1.5
11.3,2009-10             ,MA,4586,16.8,1.5
15,2009-10             ,MG,4586,21.9,1.5
38.6,2009-10             ,MS,4586,55.8,1.4
428.1,2009-10             ,MT,4586,583.5,1.4
2.5,2009-10             ,PE,4586,0.5,0.2
5.9,2009-10             ,PI,4586,8,1.4
0.1,2009-10             ,PR,4586,0.1,1
3,2009-10             ,RN,4586,0.5,0.2
4.9,2009-10             ,SP,4586,6.5,1.3
4,2009-10             ,TO,4586,5.4,1.4
0.6,2010-11             ,AL,4586,0.1,0.2
405.3,2010-11             ,BA,4586,633.1,1.6
3.1,2010-11             ,CE,4586,1.1,0.4
0,2010-11             ,DF,4586,0.7,0
108.3,2010-11             ,GO,4586,162.5,1.5
18.1,2010-11             ,MA,4586,27.7,1.5
31.6,2010-11             ,MG,4586,45.4,1.4
61,2010-11             ,MS,4586,89.2,1.5
723.5,2010-11             ,MT,4586,934.8,1.3
1,2010-11             ,PB,4586,0.3,0.3
0.8,2010-11             ,PE,4586,0.2,0.2
17.8,2010-11             ,PI,4586,26.6,1.5
1.1,2010-11             ,PR,4586,1.2,1.1
3.8,2010-11             ,RN,4586,0.8,0.2
18.1,2010-11             ,SP,4586,28.6,1.6
5.5,2010-11             ,TO,4586,7.5,1.4
417.5,2011-12             ,BA,4586,483.6,1.2
1.3,2011-12             ,CE,4586,0.1,0.1
89.6,2011-12             ,GO,4586,128.7,1.4
18.6,2011-12             ,MA,4586,28.8,1.5
29.6,2011-12             ,MG,4586,41.8,1.4
62,2011-12             ,MS,4586,84.6,1.4
725.7,2011-12             ,MT,4586,1046.5,1.4
0.8,2011-12             ,PE,4586,0.1,0.1
21.3,2011-12             ,PI,4586,28.9,1.4
1.5,2011-12             ,PR,4586,0.8,0.5
0.5,2011-12             ,RN,4586,0.1,0.2
17.1,2011-12             ,SP,4586,24.8,1.4
7.5,2011-12             ,TO,4586,8.5,1.1
271.4,2012-13             ,BA,4586,357,1.3
0.9,2012-13             ,CE,4586,0.1,0.1
46.1,2012-13             ,GO,4586,70.3,1.5
16.7,2012-13             ,MA,4586,26.2,1.6
20,2012-13             ,MG,4586,26.3,1.3
39.5,2012-13             ,MS,4586,68.1,1.7
475.3,2012-13             ,MT,4586,731.3,1.5
11.4,2012-13             ,PI,4586,14.5,1.3
0.8,2012-13             ,PR,4586,0.8,1
0.1,2012-13             ,RN,4586,0.1,1.4
5.8,2012-13             ,SP,4586,8.3,1.4
6,2012-13             ,TO,4586,7.3,1.2
319.4,2013-14             ,BA,4586,483.3,1.5
1.8,2013-14             ,CE,4586,0.5,0.3
53.6,2013-14             ,GO,4586,83,1.5
