nm_area_plantada_mil_ha,dt_ano_agricola,sigla_uf,id_produto,nm_producao_mil_t,nm_produtividade_mil_ha_mil_t
1218,2011-12             ,MG,4742,7284,6
94,2011-12             ,MG,4742,523,5.6
68,2011-12             ,MS,4742,459,6.8
1200,2011-12             ,MS,4742,6118,5.1
94,2011-12             ,MT,4742,584,6.2
2645,2011-12             ,MT,4742,15026,5.7
236,2011-12             ,PA,4742,600,2.5
40,2011-12             ,PB,4742,4,0.1
206,2011-12             ,PE,4742,24,0.1
331,2011-12             ,PI,4742,697,2.1
21,2011-12             ,PI,4742,90,4.3
978,2011-12             ,PR,4742,6579,6.7
2025,2011-12             ,PR,4742,10178,5
6,2011-12             ,RJ,4742,15,2.5
8,2011-12             ,RN,4742,3,0.4
94,2011-12             ,RO,4742,207,2.2
68,2011-12             ,RO,4742,247,3.6
6,2011-12             ,RR,4742,13,2.2
1114,2011-12             ,RS,4742,3343,3
537,2011-12             ,SC,4742,2947,5.5
207,2011-12             ,SE,4742,544,2.6
557,2011-12             ,SP,4742,3397,6.1
335,2011-12             ,SP,4742,1504,4.5
59,2011-12             ,TO,4742,260,4.4
44,2011-12             ,TO,4742,187,4.2
46,2012-13             ,AC,4742,112,2.4
34,2012-13             ,AL,4742,22,0.6
13,2012-13             ,AM,4742,31,2.4
2,2012-13             ,AP,4742,2,1
387,2012-13             ,BA,4742,1399,3.6
241,2012-13             ,BA,4742,500,2.1
409,2012-13             ,CE,4742,98,0.2
35,2012-13             ,DF,4742,330,9.4
18,2012-13             ,DF,4742,170,9.4
24,2012-13             ,ES,4742,61,2.5
377,2012-13             ,GO,4742,2879,7.6
839,2012-13             ,GO,4742,4817,5.7
373,2012-13             ,MA,4742,746,2
134,2012-13             ,MA,4742,563,4.2
1150,2012-13             ,MG,4742,6834,5.9
119,2012-13             ,MG,4742,618,5.2
48,2012-13             ,MS,4742,370,7.7
1461,2012-13             ,MS,4742,7451,5.1
76,2012-13             ,MT,4742,535,7
3349,2012-13             ,MT,4742,19358,5.8
199,2012-13             ,PA,4742,566,2.8
53,2012-13             ,PB,4742,26,0.5
94,2012-13             ,PE,4742,16,0.2
366,2012-13             ,PI,4742,490,1.3
14,2012-13             ,PI,4742,53,3.8
878,2012-13             ,PR,4742,7156,8.2
2169,2012-13             ,PR,4742,10486,4.8
6,2012-13             ,RJ,4742,13,2.2
13,2012-13             ,RN,4742,5,0.4
77,2012-13             ,RO,4742,168,2.2
90,2012-13             ,RO,4742,334,3.7
6,2012-13             ,RR,4742,13,2.2
1033,2012-13             ,RS,4742,5384,5.2
489,2012-13             ,SC,4742,3359,6.9
207,2012-13             ,SE,4742,942,4.6
574,2012-13             ,SP,4742,3728,6.5
331,2012-13             ,SP,4742,1422,4.3
54,2012-13             ,TO,4742,255,4.7
41,2012-13             ,TO,4742,193,4.7
46,2013-14             ,AC,4742,109,2.4
31,2013-14             ,AL,4742,28,0.9
11,2013-14             ,AM,4742,29,2.6
2,2013-14             ,AP,4742,2,1
544,2013-14             ,BA,4742,2478,4.6
268,2013-14             ,BA,4742,705,2.6
481,2013-14             ,CE,4742,401,0.8
39,2013-14             ,DF,4742,376,9.6
50,2013-14             ,DF,4742,450,9
22,2013-14             ,ES,4742,60,2.7
288,2013-14             ,GO,4742,2162,7.5
952,2013-14             ,GO,4742,5838,6.1
379,2013-14             ,MA,4742,859,2.3
227,2013-14             ,MA,4742,867,3.8
1098,2013-14             ,MG,4742,5742,5.2
228,2013-14             ,MG,4742,1200,5.3
27,2013-14             ,MS,4742,226,8.4
1548,2013-14             ,MS,4742,7954,5.1
68,2013-14             ,MT,4742,422,6.2
3230,2013-14             ,MT,4742,17627,5.5
184,2013-14             ,PA,4742,537,2.9
77,2013-14             ,PB,4742,35,0.5
229,2013-14             ,PE,4742,94,0.4
372,2013-14             ,PI,4742,862,2.3
33,2013-14             ,PI,4742,167,5.1
665,2013-14             ,PR,4742,5425,8.2
1901,2013-14             ,PR,4742,10246,5.4
4,2013-14             ,RJ,4742,10,2.5
32,2013-14             ,RN,4742,20,0.6
61,2013-14             ,RO,4742,124,2
88,2013-14             ,RO,4742,332,3.8
6,2013-14             ,RR,4742,6,1
1031,2013-14             ,RS,4742,5717,5.5
472,2013-14             ,SC,4742,3485,7.4
227,2013-14             ,SE,4742,1058,4.7
427,2013-14             ,SP,4742,2248,5.3
326,2013-14             ,SP,4742,1467,4.5
51,2013-14             ,TO,4742,223,4.4
101,2013-14             ,TO,4742,460,4.6
41,2014-15             ,AC,4742,96,2.3
30,2014-15             ,AL,4742,30,1
16,2014-15             ,AM,4742,39,2.4
2,2014-15             ,AP,4742,2,1
512,2014-15             ,BA,4742,2316,4.5
252,2014-15             ,BA,4742,458,1.8
481,2014-15             ,CE,4742,151,0.3
27,2014-15             ,DF,4742,196,7.3
38,2014-15             ,DF,4742,346,9.1
18,2014-15             ,ES,4742,24,1.3
251,2014-15             ,GO,4742,1677,6.7
1112,2014-15             ,GO,4742,7317,6.6
380,2014-15             ,MA,4742,950,2.5
134,2014-15             ,MA,4742,519,3.9
1022,2014-15             ,MG,4742,5460,5.3
255,2014-15             ,MG,4742,1405,5.5
20,2014-15             ,MS,4742,174,8.7
1615,2014-15             ,MS,4742,9109,5.6
64,2014-15             ,MT,4742,458,7.2
3353,2014-15             ,MT,4742,20305,6.1
219,2014-15             ,PA,4742,707,3.2
63,2014-15             ,PB,4742,20,0.3
215,2014-15             ,PE,4742,58,0.3
380,2014-15             ,PI,4742,949,2.5
26,2014-15             ,PI,4742,115,4.4
542,2014-15             ,PR,4742,4683,8.6
1914,2014-15             ,PR,4742,11180,5.8
3,2014-15             ,RJ,4742,6,2
26,2014-15             ,RN,4742,8,0.3
46,2014-15             ,RO,4742,100,2.2
120,2014-15             ,RO,4742,551,4.6
6,2014-15             ,RR,4742,15,2.5
941,2014-15             ,RS,4742,6173,6.6
412,2014-15             ,SC,4742,3189,7.7
176,2014-15             ,SE,4742,668,3.8
393,2014-15             ,SP,4742,2312,5.9
370,2014-15             ,SP,4742,1854,5
64,2014-15             ,TO,4742,316,4.9
154,2014-15             ,TO,4742,734,4.8
40,2015-16             ,AC,4742,97,2.4
30,2015-16             ,AL,4742,28,0.9
5,2015-16             ,AM,4742,14,2.8
2,2015-16             ,AP,4742,2,1
372,2015-16             ,BA,4742,1230,3.3
245,2015-16             ,BA,4742,488,2
460,2015-16             ,CE,4742,221,0.5
27,2015-16             ,DF,4742,181,6.7
38,2015-16             ,DF,4742,163,4.3
13,2015-16             ,ES,4742,40,3.1
246,2015-16             ,GO,4742,1922,7.8
1275,2015-16             ,GO,4742,4509,3.5
272,2015-16             ,MA,4742,726,2.7
86,2015-16             ,MA,4742,144,1.7
837,2015-16             ,MG,4742,5108,6.1
367,2015-16             ,MG,4742,956,2.6
16,2015-16             ,MS,4742,144,9
1665,2015-16             ,MS,4742,6843,4.1
48,2015-16             ,MT,4742,307,6.4
3560,2015-16             ,MT,4742,15657,4.4
208,2015-16             ,PA,4742,675,3.2
84,2015-16             ,PB,4742,42,0.5
195,2015-16             ,PE,4742,39,0.2
471,2015-16             ,PI,4742,702,1.5
23,2015-16             ,PI,4742,49,2.1
414,2015-16             ,PR,4742,3286,7.9
2192,2015-16             ,PR,4742,11424,5.2
2,2015-16             ,RJ,4742,5,2.5
32,2015-16             ,RN,4742,11,0.3
39,2015-16             ,RO,4742,102,2.6
120,2015-16             ,RO,4742,551,4.6
5,2015-16             ,RR,4742,14,2.8
823,2015-16             ,RS,4742,5893,7.2
370,2015-16             ,SC,4742,2712,7.3
181,2015-16             ,SE,4742,622,3.4
384,2015-16             ,SP,4742,2351,6.1
442,2015-16             ,SP,4742,1329,3
75,2015-16             ,TO,4742,266,3.5
90,2015-16             ,TO,4742,289,3.2
35,2016-17             ,AC,4742,82,2.3
37,2016-17             ,AL,4742,25,0.7
12,2016-17             ,AM,4742,31,2.6
2,2016-17             ,AP,4742,2,1
382,2016-17             ,BA,4742,1475,3.9
265,2016-17             ,BA,4742,508,1.9
514,2016-17             ,CE,4742,419,0.8
29,2016-17             ,DF,4742,223,7.7
38,2016-17             ,DF,4742,269,7.1
13,2016-17             ,ES,4742,37,2.8
260,2016-17             ,GO,4742,2080,8
1261,2016-17             ,GO,4742,7564,6
293,2016-17             ,MA,4742,1242,4.2
199,2016-17             ,MA,4742,710,3.6
909,2016-17             ,MG,4742,5796,6.4
358,2016-17             ,MG,4742,1724,4.8
28,2016-17             ,MS,4742,262,9.4
1760,2016-17             ,MS,4742,9609,5.5
33,2016-17             ,MT,4742,256,7.8
4606,2016-17             ,MT,4742,28611,6.2
177,2016-17             ,PA,4742,556,3.1
81,2016-17             ,PA,4742,289,3.6
86,2016-17             ,PB,4742,39,0.5
84,2016-17             ,PE,4742,6,0.1
74,2016-17             ,PE,4742,48,0.6
418,2016-17             ,PI,4742,1270,3
49,2016-17             ,PI,4742,116,2.4
508,2016-17             ,PR,4742,4693,9.2
2409,2016-17             ,PR,4742,13145,5.5
3,2016-17             ,RJ,4742,6,2
29,2016-17             ,RN,4742,10,0.3
40,2016-17             ,RO,4742,107,2.7
157,2016-17             ,RO,4742,688,4.4
8,2016-17             ,RR,4742,46,5.8
805,2016-17             ,RS,4742,6037,7.5
400,2016-17             ,SC,4742,3263,8.2
172,2016-17             ,SE,4742,812,4.7
376,2016-17             ,SP,4742,2351,6.3
480,2016-17             ,SP,4742,2532,5.3
46,2016-17             ,TO,4742,219,4.8
155,2016-17             ,TO,4742,684,4.4
31,2017-18             ,AC,4742,81,2.6
26,2017-18             ,AL,4742,29,1.1
10,2017-18             ,AM,4742,26,2.6
2,2017-18             ,AP,4742,2,1
380,2017-18             ,BA,4742,2093,5.5
231,2017-18             ,BA,4742,202,0.9
535,2017-18             ,CE,4742,416,0.8
28,2017-18             ,DF,4742,225,8
36,2017-18             ,DF,4742,172,4.8
13,2017-18             ,ES,4742,40,3.1
214,2017-18             ,GO,4742,1714,8
1230,2017-18             ,GO,4742,6398,5.2
311,2017-18             ,MA,4742,1510,4.9
172,2017-18             ,MA,4742,374,2.2
826,2017-18             ,MG,4742,5396,6.5
339,2017-18             ,MG,4742,1691,5
16,2017-18             ,MS,4742,143,8.9
1720,2017-18             ,MS,4742,6536,3.8
27,2017-18             ,MT,4742,199,7.4
4471,2017-18             ,MT,4742,26201,5.9
168,2017-18             ,PA,4742,552,3.3
69,2017-18             ,PA,4742,235,3.4
109,2017-18             ,PB,4742,85,0.8
136,2017-18             ,PE,4742,66,0.5
80,2017-18             ,PE,4742,48,0.6
425,2017-18             ,PI,4742,1407,3.3
63,2017-18             ,PI,4742,82,1.3
330,2017-18             ,PR,4742,2887,8.7
2101,2017-18             ,PR,4742,9097,4.3
1,2017-18             ,RJ,4742,3,3
41,2017-18             ,RN,4742,19,0.5
29,2017-18             ,RO,4742,72,2.5
149,2017-18             ,RO,4742,670,4.5
10,2017-18             ,RR,4742,47,4.7
728,2017-18             ,RS,4742,4828,6.6
319,2017-18             ,SC,4742,2551,8
158,2017-18             ,SE,4742,485,3.1
352,2017-18             ,SP,4742,2267,6.4
539,2017-18             ,SP,4742,1743,3.2
53,2017-18             ,TO,4742,235,4.4
158,2017-18             ,TO,4742,533,3.4
33,2018-19             ,AC,4742,78,2.4
2,2018-19             ,AC,4742,4,2
0,2018-19             ,AL,4742,0,0
34,2018-19             ,AL,4742,48,1.4
11,2018-19             ,AM,4742,28,2.5
0,2018-19             ,AM,4742,0,0
0,2018-19             ,AP,4742,0,0
1,2018-19             ,AP,4742,1,1
361,2018-19             ,BA,4742,1358,3.8
231,2018-19             ,BA,4742,272,1.2
0,2018-19             ,CE,4742,0,0
502,2018-19             ,CE,4742,398,0.8
27,2018-19             ,DF,4742,243,9
38,2018-19             ,DF,4742,278,7.3
12,2018-19             ,ES,4742,32,2.7
0,2018-19             ,ES,4742,0,0
265,2018-19             ,GO,4742,2003,7.6
1412,2018-19             ,GO,4742,9489,6.7
219,2018-19             ,MA,4742,988,4.5
192,2018-19             ,MA,4742,804,4.2
749,2018-19             ,MG,4742,4598,6.1
420,2018-19             ,MG,4742,2936,7
16,2018-19             ,MS,4742,131,8.2
1860,2018-19             ,MS,4742,9374,5
37,2018-19             ,MT,4742,262,7.1
4869,2018-19             ,MT,4742,31045,6.4
152,2018-19             ,PA,4742,445,2.9
97,2018-19             ,PA,4742,320,3.3
0,2018-19             ,PB,4742,0,0
96,2018-19             ,PB,4742,46,0.5
0,2018-19             ,PE,4742,0,0
218,2018-19             ,PE,4742,116,0.5
374,2018-19             ,PI,4742,1482,4
78,2018-19             ,PI,4742,363,4.7
359,2018-19             ,PR,4742,3171,8.8
2248,2018-19             ,PR,4742,13497,6
1,2018-19             ,RJ,4742,4,4
0,2018-19             ,RJ,4742,0,0
0,2018-19             ,RN,4742,0,0
54,2018-19             ,RN,4742,35,0.6
11,2018-19             ,RO,4742,28,2.5
179,2018-19             ,RO,4742,900,5
0,2018-19             ,RR,4742,0,0
13,2018-19             ,RR,4742,78,6
754,2018-19             ,RS,4742,5768,7.6
0,2018-19             ,RS,4742,0,0
335,2018-19             ,SC,4742,2874,8.6
0,2018-19             ,SC,4742,0,0
0,2018-19             ,SE,4742,0,0
148,2018-19             ,SE,4742,768,5.2
351,2018-19             ,SP,4742,1952,5.6
494,2018-19             ,SP,4742,2632,5.3
38,2018-19             ,TO,4742,201,5.3
202,2018-19             ,TO,4742,993,4.9
30,2019-20             ,AC,4742,76,2.5
2,2019-20             ,AC,4742,4,2
0,2019-20             ,AC,4742,0,0
0,2019-20             ,AL,4742,0,0
0,2019-20             ,AL,4742,0,0
38,2019-20             ,AL,4742,61,1.6
11,2019-20             ,AM,4742,28,2.5
0,2019-20             ,AM,4742,0,0
0,2019-20             ,AM,4742,0,0
0,2019-20             ,AP,4742,0,0
1,2019-20             ,AP,4742,1,1
0,2019-20             ,AP,4742,0,0
362,2019-20             ,BA,4742,1786,4.9
0,2019-20             ,BA,4742,0,0
231,2019-20             ,BA,4742,693,3
0,2019-20             ,CE,4742,0,0
520,2019-20             ,CE,4742,640,1.2
0,2019-20             ,CE,4742,0,0
23,2019-20             ,DF,4742,220,9.6
38,2019-20             ,DF,4742,262,6.9
0,2019-20             ,DF,4742,0,0
12,2019-20             ,ES,4742,33,2.8
0,2019-20             ,ES,4742,0,0
0,2019-20             ,ES,4742,0,0
278,2019-20             ,GO,4742,2218,8
1634,2019-20             ,GO,4742,10398,6.4
0,2019-20             ,GO,4742,0,0
270,2019-20             ,MA,4742,1219,4.5
182,2019-20             ,MA,4742,977,5.4
0,2019-20             ,MA,4742,0,0
720,2019-20             ,MG,4742,4672,6.5
451,2019-20             ,MG,4742,2852,6.3
0,2019-20             ,MG,4742,0,0
15,2019-20             ,MS,4742,135,9
1840,2019-20             ,MS,4742,8648,4.7
0,2019-20             ,MS,4742,0,0
41,2019-20             ,MT,4742,346,8.4
5414,2019-20             ,MT,4742,34609,6.4
0,2019-20             ,MT,4742,0,0
164,2019-20             ,PA,4742,495,3
101,2019-20             ,PA,4742,339,3.4
0,2019-20             ,PA,4742,0,0
0,2019-20             ,PB,4742,0,0
108,2019-20             ,PB,4742,89,0.8
0,2019-20             ,PB,4742,0,0
0,2019-20             ,PE,4742,0,0
140,2019-20             ,PE,4742,112,0.8
96,2019-20             ,PE,4742,76,0.8
436,2019-20             ,PI,4742,2049,4.7
32,2019-20             ,PI,4742,147,4.6
0,2019-20             ,PI,4742,0,0
353,2019-20             ,PR,4742,3534,10
2277,2019-20             ,PR,4742,11413,5
0,2019-20             ,PR,4742,0,0
1,2019-20             ,RJ,4742,4,4
0,2019-20             ,RJ,4742,0,0
0,2019-20             ,RJ,4742,0,0
0,2019-20             ,RN,4742,0,0
60,2019-20             ,RN,4742,34,0.6
0,2019-20             ,RN,4742,0,0
12,2019-20             ,RO,4742,35,2.9
186,2019-20             ,RO,4742,969,5.2
0,2019-20             ,RO,4742,0,0
0,2019-20             ,RR,4742,0,0
0,2019-20             ,RR,4742,0,0
13,2019-20             ,RR,4742,78,6
791,2019-20             ,RS,4742,3936,5
0,2019-20             ,RS,4742,0,0
0,2019-20             ,RS,4742,0,0
336,2019-20             ,SC,4742,2780,8.3
0,2019-20             ,SC,4742,0,0
0,2019-20             ,SC,4742,0,0
0,2019-20             ,SE,4742,0,0
0,2019-20             ,SE,4742,0,0
154,2019-20             ,SE,4742,850,5.5
340,2019-20             ,SP,4742,1867,5.5
531,2019-20             ,SP,4742,2336,4.4
0,2019-20             ,SP,4742,0,0
42,2019-20             ,TO,4742,256,6.1
241,2019-20             ,TO,4742,1224,5.1
0,2019-20             ,TO,4742,0,0
28,2020-21             ,AC,4742,79,2.8
5,2020-21             ,AC,4742,13,2.6
0,2020-21             ,AC,4742,0,0
0,2020-21             ,AL,4742,0,0
0,2020-21             ,AL,4742,0,0
44,2020-21             ,AL,4742,173,3.9
9,2020-21             ,AM,4742,23,2.6
0,2020-21             ,AM,4742,0,0
0,2020-21             ,AM,4742,0,0
0,2020-21             ,AP,4742,0,0
0,2020-21             ,AP,4742,0,0
1,2020-21             ,AP,4742,1,1
432,2020-21             ,BA,4742,1901,4.4
0,2020-21             ,BA,4742,252,0
262,2020-21             ,BA,4742,504,1.9
0,2020-21             ,CE,4742,0,0
544,2020-21             ,CE,4742,458,0.8
0,2020-21             ,CE,4742,0,0
22,2020-21             ,DF,4742,204,9.3
38,2020-21             ,DF,4742,163,4.3
0,2020-21             ,DF,4742,0,0
12,2020-21             ,ES,4742,33,2.8
0,2020-21             ,ES,4742,0,0
0,2020-21             ,ES,4742,0,0
182,2020-21             ,GO,4742,1639,9
1657,2020-21             ,GO,4742,6792,4.1
0,2020-21             ,GO,4742,0,0
271,2020-21             ,MA,4742,1328,4.9
201,2020-21             ,MA,4742,1076,5.4
0,2020-21             ,MA,4742,0,0
819,2020-21             ,MG,4742,5056,6.2
492,2020-21             ,MG,4742,1969,4
0,2020-21             ,MG,4742,0,0
12,2020-21             ,MS,4742,129,10.8
2114,2020-21             ,MS,4742,6300,3
0,2020-21             ,MS,4742,0,0
52,2020-21             ,MT,4742,438,8.4
5832,2020-21             ,MT,4742,32806,5.6
0,2020-21             ,MT,4742,0,0
170,2020-21             ,PA,4742,534,3.1
188,2020-21             ,PA,4742,603,3.2
0,2020-21             ,PA,4742,0,0
0,2020-21             ,PB,4742,0,0
96,2020-21             ,PB,4742,50,0.5
0,2020-21             ,PB,4742,0,0
0,2020-21             ,PE,4742,0,0
140,2020-21             ,PE,4742,63,0.4
98,2020-21             ,PE,4742,78,0.8
428,2020-21             ,PI,4742,1810,4.2
95,2020-21             ,PI,4742,286,3
0,2020-21             ,PI,4742,0,0
373,2020-21             ,PR,4742,3124,8.4
2505,2020-21             ,PR,4742,6490,2.6
0,2020-21             ,PR,4742,0,0
1,2020-21             ,RJ,4742,3,3
0,2020-21             ,RJ,4742,0,0
0,2020-21             ,RJ,4742,0,0
0,2020-21             ,RN,4742,0,0
53,2020-21             ,RN,4742,28,0.5
0,2020-21             ,RN,4742,0,0
13,2020-21             ,RO,4742,41,3.2
200,2020-21             ,RO,4742,1038,5.2
0,2020-21             ,RO,4742,0,0
0,2020-21             ,RR,4742,0,0
0,2020-21             ,RR,4742,0,0
15,2020-21             ,RR,4742,90,6
802,2020-21             ,RS,4742,4390,5.5
0,2020-21             ,RS,4742,0,0
0,2020-21             ,RS,4742,0,0
346,2020-21             ,SC,4742,1980,5.7
0,2020-21             ,SC,4742,0,0
0,2020-21             ,SC,4742,0,0
0,2020-21             ,SE,4742,0,0
0,2020-21             ,SE,4742,0,0
164,2020-21             ,SE,4742,688,4.2
335,2020-21             ,SP,4742,1841,5.5
550,2020-21             ,SP,4742,1430,2.6
0,2020-21             ,SP,4742,0,0
41,2020-21             ,TO,4742,191,4.7
225,2020-21             ,TO,4742,925,4.1
0,2020-21             ,TO,4742,0,0
31.1,2021-22             ,AC,4742,91.6,2.9
8.1,2021-22             ,AC,4742,33.6,4.1
0,2021-22             ,AC,4742,0,0
0,2021-22             ,AL,4742,0,0
0,2021-22             ,AL,4742,0,0
40.2,2021-22             ,AL,4742,53.2,1.3
9.5,2021-22             ,AM,4742,23.8,2.5
0,2021-22             ,AM,4742,0,0
0,2021-22             ,AM,4742,0,0
0,2021-22             ,AP,4742,0,0
0,2021-22             ,AP,4742,0,0
1.3,2021-22             ,AP,4742,1.2,0.9
439.8,2021-22             ,BA,4742,2089.1,4.8
60,2021-22             ,BA,4742,180,3
314.2,2021-22             ,BA,4742,1067.7,3.4
0,2021-22             ,CE,4742,0,0
560.8,2021-22             ,CE,4742,521,0.9
0,2021-22             ,CE,4742,0,0
16.1,2021-22             ,DF,4742,154.1,9.6
50,2021-22             ,DF,4742,231,4.6
0,2021-22             ,DF,4742,0,0
13.4,2021-22             ,ES,4742,39.6,3
0,2021-22             ,ES,4742,0,0
0,2021-22             ,ES,4742,0,0
179.6,2021-22             ,GO,4742,1832.8,10.2
1740,2021-22             ,GO,4742,7911.8,4.5
0,2021-22             ,GO,4742,0,0
302.5,2021-22             ,MA,4742,1539.7,5.1
264.3,2021-22             ,MA,4742,1366.7,5.2
0,2021-22             ,MA,4742,0,0
839.6,2021-22             ,MG,4742,5512.8,6.6
554.5,2021-22             ,MG,4742,2158.7,3.9
0,2021-22             ,MG,4742,0,0
18.8,2021-22             ,MS,4742,192.7,10.2
2160.7,2021-22             ,MS,4742,11970.3,5.5
0,2021-22             ,MS,4742,0,0
62.1,2021-22             ,MT,4742,516.3,8.3
6485.3,2021-22             ,MT,4742,41103.8,6.3
0,2021-22             ,MT,4742,0,0
169.7,2021-22             ,PA,4742,524,3.1
220.9,2021-22             ,PA,4742,653.9,3
0,2021-22             ,PA,4742,0,0
0,2021-22             ,PB,4742,0,0
116.1,2021-22             ,PB,4742,74.4,0.6
0,2021-22             ,PB,4742,0,0
0,2021-22             ,PE,4742,0,0
145.2,2021-22             ,PE,4742,71.1,0.5
108,2021-22             ,PE,4742,60.2,0.6
451.6,2021-22             ,PI,4742,2103.6,4.7
130,2021-22             ,PI,4742,646.5,5
0,2021-22             ,PI,4742,0,0
433.9,2021-22             ,PR,4742,2995.6,6.9
2717.8,2021-22             ,PR,4742,13939.6,5.1
0,2021-22             ,PR,4742,0,0
1.8,2021-22             ,RJ,4742,7.2,4
0,2021-22             ,RJ,4742,0,0
0,2021-22             ,RJ,4742,0,0
0,2021-22             ,RN,4742,0,0
62.4,2021-22             ,RN,4742,34.3,0.6
0,2021-22             ,RN,4742,0,0
14.7,2021-22             ,RO,4742,47.8,3.3
239.8,2021-22             ,RO,4742,1277.1,5.3
0,2021-22             ,RO,4742,0,0
0,2021-22             ,RR,4742,0,0
0,2021-22             ,RR,4742,0,0
15,2021-22             ,RR,4742,90,6
824.1,2021-22             ,RS,4742,2900.8,3.5
0,2021-22             ,RS,4742,0,0
0,2021-22             ,RS,4742,0,0
353.7,2021-22             ,SC,4742,2145.5,6.1
0,2021-22             ,SC,4742,0,0
0,2021-22             ,SC,4742,0,0
0,2021-22             ,SE,4742,0,0
0,2021-22             ,SE,4742,0,0
182.1,2021-22             ,SE,4742,899.6,4.9
335.1,2021-22             ,SP,4742,1995.5,6
538,2021-22             ,SP,4742,2334.4,4.3
0,2021-22             ,SP,4742,0,0
45.4,2021-22             ,TO,4742,267.2,5.9
324.7,2021-22             ,TO,4742,1612.5,5
0,2021-22             ,TO,4742,0,0
31.4,2022-23             ,AC,4742,89.8,2.9
11.6,2022-23             ,AC,4742,49.1,4.2
0,2022-23             ,AC,4742,0,0
0,2022-23             ,AL,4742,0,0
0,2022-23             ,AL,4742,0,0
58.1,2022-23             ,AL,4742,130.7,2.2
5.6,2022-23             ,AM,4742,16.5,2.9
0,2022-23             ,AM,4742,0,0
0,2022-23             ,AM,4742,0,0
0,2022-23             ,AP,4742,0,0
0,2022-23             ,AP,4742,0,0
2.8,2022-23             ,AP,4742,2.6,0.9
499.2,2022-23             ,BA,4742,2847.9,5.7
40,2022-23             ,BA,4742,127.2,3.2
314.2,2022-23             ,BA,4742,1051,3.3
0,2022-23             ,CE,4742,0,0
570.9,2022-23             ,CE,4742,417.9,0.7
0,2022-23             ,CE,4742,0,0
16.1,2022-23             ,DF,4742,153.2,9.5
40,2022-23             ,DF,4742,222.4,5.6
0,2022-23             ,DF,4742,0,0
15.1,2022-23             ,ES,4742,50.2,3.3
0,2022-23             ,ES,4742,0,0
0,2022-23             ,ES,4742,0,0
167.2,2022-23             ,GO,4742,1558.8,9.3
1736.5,2022-23             ,GO,4742,11082.3,6.4
0,2022-23             ,GO,4742,0,0
304.9,2022-23             ,MA,4742,1562.6,5.1
304.2,2022-23             ,MA,4742,1581.2,5.2
0,2022-23             ,MA,4742,0,0
781.7,2022-23             ,MG,4742,5151.4,6.6
507.4,2022-23             ,MG,4742,2798.5,5.5
0,2022-23             ,MG,4742,0,0
16.8,2022-23             ,MS,4742,180.9,10.8
2245.8,2022-23             ,MS,4742,12688.8,5.6
0,2022-23             ,MS,4742,0,0
60.8,2022-23             ,MT,4742,509.4,8.4
7367.3,2022-23             ,MT,4742,50731.2,6.9
0,2022-23             ,MT,4742,0,0
171.1,2022-23             ,PA,4742,549.2,3.2
264.2,2022-23             ,PA,4742,937.1,3.5
0,2022-23             ,PA,4742,0,0
0,2022-23             ,PB,4742,0,0
120.4,2022-23             ,PB,4742,98.5,0.8
0,2022-23             ,PB,4742,0,0
0,2022-23             ,PE,4742,0,0
137.4,2022-23             ,PE,4742,101.4,0.7
71.5,2022-23             ,PE,4742,105.1,1.5
473.3,2022-23             ,PI,4742,2127.5,4.5
166.1,2022-23             ,PI,4742,764.6,4.6
0,2022-23             ,PI,4742,0,0
385.3,2022-23             ,PR,4742,3829.5,9.9
2470.5,2022-23             ,PR,4742,14679.7,5.9
0,2022-23             ,PR,4742,0,0
2,2022-23             ,RJ,4742,8.4,4.2
0,2022-23             ,RJ,4742,0,0
0,2022-23             ,RJ,4742,0,0
0,2022-23             ,RN,4742,0,0
50.5,2022-23             ,RN,4742,27.8,0.6
0,2022-23             ,RN,4742,0,0
14.7,2022-23             ,RO,4742,47.8,3.3
288.7,2022-23             ,RO,4742,1524.6,5.3
0,2022-23             ,RO,4742,0,0
0,2022-23             ,RR,4742,0,0
0,2022-23             ,RR,4742,0,0
15,2022-23             ,RR,4742,90,6
831.5,2022-23             ,RS,4742,3731.8,4.5
0,2022-23             ,RS,4742,0,0
0,2022-23             ,RS,4742,0,0
312,2022-23             ,SC,4742,2547.2,8.2
0,2022-23             ,SC,4742,0,0
0,2022-23             ,SC,4742,0,0
0,2022-23             ,SE,4742,0,0
0,2022-23             ,SE,4742,0,0
182.2,2022-23             ,SE,4742,949.1,5.2
297.9,2022-23             ,SP,4742,2049.6,6.9
484.7,2022-23             ,SP,4742,2643.6,5.5
0,2022-23             ,SP,4742,0,0
57.4,2022-23             ,TO,4742,361.5,6.3
373.4,2022-23             ,TO,4742,1688.5,4.5
0,2022-23             ,TO,4742,0,0
29.8,2023-24             ,AC,4742,87.5,2.9
8.9,2023-24             ,AC,4742,38.8,4.4
0,2023-24             ,AC,4742,0,0
0,2023-24             ,AL,4742,0,0
0,2023-24             ,AL,4742,0,0
55.7,2023-24             ,AL,4742,146.8,2.6
8.5,2023-24             ,AM,4742,27.7,3.3
0,2023-24             ,AM,4742,0,0
0,2023-24             ,AM,4742,0,0
0,2023-24             ,AP,4742,0,0
0,2023-24             ,AP,4742,0,0
2.3,2023-24             ,AP,4742,2.2,1
401.9,2023-24             ,BA,4742,1602.4,4
30,2023-24             ,BA,4742,103.8,3.5
334.6,2023-24             ,BA,4742,1252.1,3.7
0,2023-24             ,CE,4742,0,0
602.1,2023-24             ,CE,4742,681.6,1.1
